,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
569,3,1.0,1.0,1,156.00,95.00,25.00,4,95,10.0,10.0,10.0,10.0,10.0
570,1,1.0,1.0,1,90.00,200.00,35.00,32,95,9.0,9.0,10.0,10.0,9.0
571,10,2.5,2.0,8,425.00,,85.00,32,96,10.0,10.0,10.0,9.0,10.0
572,6,2.5,3.0,4,220.00,250.00,125.00,25,96,10.0,10.0,10.0,10.0,10.0
573,4,1.0,1.0,1,85.00,150.00,40.00,8,98,10.0,10.0,10.0,9.0,10.0
574,4,1.0,2.0,2,100.00,200.00,100.00,2,90,10.0,9.0,10.0,10.0,9.0
575,4,1.5,1.0,1,120.00,,30.00,6,83,9.0,9.0,9.0,10.0,8.0
576,2,1.0,0.0,1,150.00,,,20,93,9.0,10.0,10.0,10.0,9.0
577,2,1.0,1.0,1,90.00,,20.00,16,99,10.0,10.0,10.0,9.0,10.0
578,4,1.5,1.0,2,200.00,350.00,75.00,40,98,10.0,10.0,10.0,10.0,9.0
579,5,1.0,1.0,1,90.00,350.00,45.00,51,97,10.0,10.0,10.0,9.0,9.0
580,4,1.0,1.0,3,150.00,300.00,125.00,36,99,10.0,10.0,10.0,10.0,10.0
581,2,1.0,1.0,1,119.00,,,16,98,10.0,10.0,10.0,9.0,10.0
582,5,2.5,2.0,3,150.00,200.00,100.00,7,97,9.0,10.0,10.0,9.0,9.0
583,2,1.0,1.0,1,170.00,,,31,96,9.0,10.0,10.0,10.0,9.0
584,2,1.0,1.0,1,55.00,,,3,90,10.0,10.0,10.0,10.0,10.0
585,4,1.0,1.0,2,125.00,150.00,35.00,29,90,10.0,9.0,9.0,9.0,10.0
586,6,2.0,3.0,5,199.00,250.00,90.00,9,96,10.0,10.0,10.0,9.0,10.0
587,2,1.0,1.0,1,65.00,,,158,98,10.0,10.0,10.0,9.0,10.0
588,3,1.0,1.0,1,92.00,250.00,75.00,53,93,10.0,9.0,10.0,9.0,9.0
589,2,1.0,0.0,1,79.00,,,62,99,10.0,10.0,10.0,9.0,10.0
590,6,1.5,3.0,3,200.00,1000.00,200.00,22,94,10.0,10.0,9.0,9.0,10.0
591,2,1.0,1.0,1,85.00,100.00,20.00,5,96,10.0,10.0,10.0,9.0,10.0
592,4,1.0,2.0,2,105.00,,58.00,14,97,10.0,10.0,9.0,9.0,10.0
593,2,2.0,1.0,1,59.00,,,34,96,10.0,10.0,10.0,10.0,10.0
594,3,1.5,1.0,1,59.00,175.00,16.00,15,95,9.0,10.0,10.0,9.0,9.0
595,2,1.5,1.0,1,56.00,,30.00,18,98,10.0,10.0,10.0,9.0,10.0
596,2,1.0,1.0,1,85.00,150.00,,13,92,10.0,9.0,9.0,10.0,9.0
597,6,1.5,2.0,3,135.00,350.00,50.00,32,97,10.0,10.0,10.0,9.0,9.0
598,2,1.0,1.0,1,109.00,,,20,98,10.0,9.0,10.0,10.0,9.0
599,2,2.0,1.0,1,55.00,,,33,97,10.0,10.0,10.0,10.0,10.0
600,8,3.5,5.0,5,500.00,500.00,250.00,3,93,9.0,10.0,10.0,9.0,8.0
601,1,1.0,1.0,1,55.00,,,12,97,10.0,10.0,10.0,9.0,10.0
602,4,2.5,2.0,2,105.00,,85.00,14,97,9.0,10.0,10.0,10.0,10.0
603,2,1.0,1.0,1,39.00,,,54,82,7.0,9.0,9.0,9.0,9.0
604,1,2.0,1.0,1,44.00,,,41,99,10.0,10.0,10.0,10.0,10.0
605,10,3.5,3.0,3,300.00,300.00,110.00,31,97,10.0,10.0,10.0,9.0,10.0
606,2,1.0,1.0,1,53.00,,,37,95,9.0,10.0,10.0,9.0,10.0
607,5,1.0,3.0,3,225.00,1000.00,150.00,55,98,10.0,10.0,10.0,10.0,10.0
608,4,1.0,1.0,1,80.00,200.00,45.00,40,94,10.0,9.0,9.0,10.0,10.0
609,3,1.0,1.0,1,79.00,250.00,35.00,27,96,10.0,9.0,10.0,9.0,9.0
610,2,2.0,1.0,1,49.00,,,42,97,10.0,10.0,10.0,9.0,10.0
611,4,1.0,1.0,2,122.00,,,113,95,10.0,10.0,10.0,9.0,9.0
612,2,1.0,0.0,1,90.00,,15.00,15,83,10.0,10.0,9.0,9.0,9.0
613,6,2.5,2.0,4,196.00,,110.00,27,98,10.0,10.0,10.0,9.0,10.0
614,2,1.0,1.0,1,115.00,,30.00,14,89,9.0,10.0,10.0,9.0,9.0
615,4,1.5,2.0,2,125.00,100.00,80.00,15,99,10.0,10.0,10.0,10.0,10.0
616,2,1.5,1.0,2,60.00,,30.00,27,93,9.0,9.0,9.0,8.0,9.0
617,2,1.5,1.0,1,70.00,,12.00,22,94,10.0,10.0,9.0,9.0,9.0
618,2,2.0,1.0,1,69.00,,,12,93,10.0,10.0,10.0,9.0,10.0
619,2,1.0,1.0,1,69.00,200.00,20.00,19,98,10.0,10.0,10.0,10.0,10.0
620,2,1.0,1.0,1,35.00,200.00,20.00,23,84,8.0,9.0,10.0,8.0,9.0
621,2,1.0,1.0,1,68.00,,,17,96,10.0,10.0,10.0,9.0,10.0
622,6,2.5,2.0,3,275.00,500.00,250.00,14,96,10.0,10.0,10.0,9.0,9.0
623,2,1.0,1.0,1,60.00,,5.00,26,97,10.0,10.0,10.0,9.0,10.0
624,2,1.0,1.0,1,90.00,,15.00,141,96,10.0,10.0,10.0,9.0,10.0
625,4,1.0,0.0,2,95.00,250.00,25.00,38,97,10.0,10.0,10.0,9.0,10.0
626,7,3.5,3.0,3,218.00,,170.00,39,88,9.0,9.0,9.0,8.0,9.0
627,2,1.0,0.0,1,64.00,,20.00,18,89,9.0,9.0,9.0,9.0,10.0
628,4,1.0,0.0,2,170.00,,50.00,80,99,10.0,10.0,10.0,9.0,10.0
629,2,1.0,1.0,1,60.00,,15.00,25,98,10.0,10.0,10.0,9.0,10.0
630,3,1.0,0.0,2,85.00,400.00,80.00,4,90,10.0,10.0,9.0,7.0,9.0
631,2,1.0,1.0,1,70.00,,,183,97,10.0,10.0,10.0,9.0,10.0
632,4,1.0,2.0,3,115.00,100.00,50.00,45,93,9.0,10.0,10.0,9.0,9.0
633,4,1.0,1.0,1,90.00,,,9,84,8.0,9.0,10.0,8.0,7.0
634,8,3.0,3.0,3,250.00,250.00,120.00,7,94,9.0,9.0,9.0,9.0,9.0
635,4,1.0,1.0,2,69.00,200.00,20.00,61,98,10.0,10.0,10.0,9.0,10.0
636,2,0.5,1.0,1,40.00,100.00,20.00,26,86,8.0,9.0,9.0,8.0,9.0
637,2,1.5,1.0,1,60.00,95.00,30.00,31,95,9.0,10.0,9.0,9.0,9.0
638,4,2.0,2.0,2,149.00,,75.00,5,96,10.0,10.0,9.0,10.0,10.0
639,6,1.0,1.0,3,79.00,100.00,75.00,64,89,9.0,9.0,9.0,8.0,8.0
640,2,1.0,0.0,1,100.00,100.00,,52,95,9.0,10.0,10.0,10.0,9.0
641,2,1.0,1.0,2,76.00,,99.00,7,91,9.0,9.0,9.0,10.0,9.0
642,2,2.0,1.0,1,95.00,,30.00,43,95,9.0,10.0,10.0,10.0,10.0
643,4,1.0,1.0,2,100.00,,99.00,13,86,9.0,8.0,9.0,10.0,9.0
644,6,2.0,2.0,3,137.00,,99.00,20,88,9.0,10.0,9.0,10.0,9.0
645,8,0.0,1.0,8,38.00,,6.00,19,93,9.0,9.0,9.0,10.0,9.0
646,4,2.5,2.0,2,557.00,780.00,180.00,31,99,10.0,10.0,10.0,10.0,10.0
647,6,1.0,1.0,3,160.00,100.00,25.00,48,98,10.0,10.0,10.0,10.0,9.0
648,2,1.0,0.0,1,179.00,,,6,87,10.0,9.0,10.0,10.0,9.0
649,8,8.0,1.0,8,41.00,,,3,87,9.0,9.0,9.0,10.0,10.0
650,3,1.0,0.0,1,99.00,100.00,60.00,43,91,9.0,9.0,9.0,10.0,9.0
651,3,1.0,1.0,1,199.00,300.00,60.00,50,94,10.0,10.0,10.0,10.0,9.0
652,3,1.0,1.0,1,157.00,,,14,99,10.0,10.0,10.0,10.0,10.0
653,4,1.0,0.0,2,170.00,100.00,50.00,10,98,10.0,10.0,10.0,10.0,9.0
654,4,1.0,1.0,2,85.00,,75.00,9,93,9.0,9.0,10.0,10.0,10.0
655,4,2.0,2.0,2,299.00,300.00,64.00,26,98,10.0,10.0,10.0,10.0,10.0
656,4,1.0,1.0,2,99.00,,75.00,14,92,10.0,10.0,9.0,10.0,9.0
657,4,1.0,0.0,2,114.00,95.00,45.00,40,95,10.0,10.0,10.0,10.0,9.0
658,3,1.0,0.0,2,100.00,,,31,97,9.0,10.0,9.0,10.0,9.0
659,3,1.0,1.0,1,150.00,,50.00,21,95,10.0,10.0,10.0,10.0,10.0
660,3,1.0,1.0,2,135.00,500.00,75.00,16,98,10.0,10.0,10.0,10.0,10.0
661,4,1.0,1.0,1,75.00,200.00,70.00,9,93,9.0,10.0,10.0,10.0,10.0
662,2,1.0,1.0,1,120.00,,40.00,31,95,10.0,10.0,10.0,10.0,9.0
663,4,1.0,1.0,1,95.00,,,26,98,10.0,10.0,10.0,10.0,10.0
664,2,1.0,1.0,1,95.00,200.00,25.00,20,98,10.0,10.0,10.0,9.0,10.0
665,3,1.0,1.0,1,91.00,125.00,75.00,7,96,10.0,10.0,10.0,10.0,10.0
666,4,1.0,1.0,1,95.00,500.00,70.00,47,95,10.0,10.0,10.0,10.0,10.0
667,3,1.0,1.0,1,140.00,,35.00,20,96,10.0,10.0,10.0,10.0,9.0
668,4,1.0,2.0,2,125.00,500.00,100.00,81,98,10.0,10.0,10.0,10.0,10.0
669,3,1.0,1.0,1,150.00,,30.00,2,90,8.0,10.0,10.0,9.0,9.0
670,4,1.0,1.0,2,85.00,150.00,35.00,22,86,9.0,9.0,10.0,9.0,8.0
671,2,1.0,0.0,1,82.00,,30.00,41,95,10.0,10.0,10.0,10.0,10.0
672,2,1.0,1.0,1,103.00,,,29,97,10.0,10.0,10.0,10.0,10.0
673,2,1.0,1.0,1,59.00,,5.00,16,96,10.0,10.0,10.0,10.0,10.0
674,4,1.0,1.0,1,150.00,,,1,80,8.0,10.0,10.0,10.0,8.0
675,2,1.0,1.0,1,115.00,300.00,50.00,146,98,10.0,10.0,10.0,10.0,10.0
676,8,1.0,2.0,4,300.00,100.00,,43,98,10.0,10.0,10.0,9.0,10.0
677,2,1.0,0.0,1,91.00,200.00,50.00,8,88,8.0,9.0,10.0,10.0,9.0
678,2,1.0,1.0,1,59.00,,,2,90,10.0,10.0,10.0,9.0,9.0
679,3,1.0,1.0,1,125.00,1500.00,10.00,9,87,9.0,8.0,9.0,9.0,8.0
680,2,1.0,1.0,1,195.00,250.00,25.00,2,90,7.0,10.0,10.0,10.0,10.0
681,2,1.0,1.0,1,58.00,,5.00,89,89,9.0,10.0,10.0,9.0,9.0
682,3,1.0,2.0,2,125.00,,50.00,11,96,10.0,10.0,10.0,9.0,10.0
683,2,1.0,1.0,1,82.00,,30.00,115,92,9.0,10.0,10.0,10.0,9.0
684,2,1.0,1.0,1,125.00,250.00,40.00,34,96,10.0,10.0,10.0,10.0,10.0
685,3,1.0,1.0,1,125.00,,20.00,9,98,10.0,10.0,10.0,10.0,10.0
686,2,1.0,1.0,1,55.00,,10.00,16,96,10.0,10.0,10.0,10.0,10.0
687,2,1.0,0.0,1,80.00,,10.00,15,82,8.0,10.0,10.0,9.0,8.0
688,2,1.0,1.0,1,59.00,200.00,40.00,14,85,8.0,10.0,9.0,10.0,9.0
689,4,1.0,1.0,1,183.00,300.00,60.00,20,96,10.0,10.0,10.0,10.0,9.0
690,2,1.0,1.0,1,220.00,,40.00,21,96,9.0,9.0,9.0,9.0,9.0
691,3,1.0,1.0,1,183.00,300.00,60.00,26,98,10.0,10.0,10.0,10.0,10.0
692,2,1.0,1.0,1,115.00,500.00,50.00,19,98,9.0,10.0,10.0,10.0,9.0
693,2,1.0,1.0,1,75.00,100.00,25.00,4,90,10.0,10.0,9.0,10.0,9.0
694,2,1.0,0.0,1,110.00,,50.00,1,80,6.0,10.0,10.0,8.0,10.0
695,3,1.0,1.0,1,119.00,100.00,60.00,3,93,9.0,10.0,10.0,10.0,10.0
696,6,2.5,3.0,3,200.00,200.00,75.00,2,90,9.0,10.0,10.0,10.0,9.0
697,10,3.5,3.0,5,333.00,360.00,130.00,29,94,10.0,10.0,10.0,9.0,10.0
698,1,1.0,1.0,1,41.00,,10.00,57,89,9.0,9.0,10.0,9.0,9.0
699,2,1.0,1.0,1,70.00,,,39,98,10.0,10.0,10.0,10.0,10.0
700,2,1.0,1.0,2,70.00,,,20,86,8.0,9.0,9.0,9.0,8.0
701,6,1.0,2.0,4,200.00,250.00,100.00,7,94,10.0,10.0,10.0,9.0,10.0
702,5,2.5,3.0,3,225.00,,100.00,9,98,10.0,10.0,10.0,10.0,10.0
703,2,1.0,1.0,1,40.00,100.00,8.00,58,94,9.0,10.0,10.0,9.0,10.0
704,2,1.0,1.0,1,46.00,95.00,20.00,25,91,9.0,10.0,10.0,9.0,9.0
705,2,1.0,1.0,1,64.00,,,57,97,10.0,10.0,10.0,9.0,10.0
706,1,1.0,1.0,1,30.00,,10.00,16,97,9.0,10.0,10.0,10.0,9.0
707,5,2.0,3.0,2,280.00,300.00,100.00,2,80,10.0,10.0,9.0,10.0,8.0
708,2,1.0,1.0,1,50.00,100.00,8.00,64,93,9.0,10.0,10.0,9.0,9.0
709,2,1.0,1.0,1,88.00,100.00,20.00,71,93,10.0,10.0,10.0,9.0,10.0
710,2,1.0,1.0,1,100.00,,30.00,4,85,10.0,10.0,10.0,10.0,10.0
711,9,1.5,0.0,4,95.00,375.00,100.00,9,84,9.0,10.0,9.0,9.0,7.0
712,15,4.0,4.0,7,172.00,750.00,150.00,19,97,10.0,9.0,10.0,10.0,9.0
713,2,1.0,1.0,1,99.00,,15.00,11,87,8.0,10.0,10.0,10.0,8.0
714,5,1.0,2.0,3,175.00,,95.00,13,93,9.0,9.0,10.0,10.0,9.0
715,10,2.0,3.0,3,375.00,995.00,195.00,15,95,9.0,10.0,10.0,10.0,9.0
716,3,1.0,1.0,1,144.00,300.00,60.00,28,99,10.0,10.0,10.0,10.0,10.0
717,4,1.0,1.0,1,999.00,95.00,85.00,54,94,9.0,10.0,10.0,10.0,9.0
718,6,2.0,2.0,3,138.00,,99.00,10,94,9.0,9.0,10.0,10.0,9.0
719,4,1.0,1.0,2,145.00,,96.00,17,98,10.0,9.0,10.0,10.0,9.0
720,2,1.0,1.0,1,125.00,,40.00,4,95,10.0,10.0,10.0,9.0,10.0
721,1,1.0,1.0,1,45.00,,10.00,6,80,9.0,10.0,9.0,10.0,8.0
722,2,1.0,1.0,1,35.00,,,108,87,7.0,10.0,10.0,10.0,9.0
723,4,1.0,1.0,2,225.00,500.00,60.00,2,90,5.0,9.0,9.0,10.0,7.0
724,2,1.0,1.0,1,100.00,,25.00,10,89,7.0,9.0,9.0,10.0,8.0
725,5,1.0,1.0,2,120.00,,10.00,28,83,9.0,9.0,9.0,10.0,9.0
726,3,1.0,1.0,1,150.00,300.00,60.00,19,97,10.0,10.0,10.0,10.0,9.0
727,6,1.0,0.0,3,105.00,150.00,50.00,6,93,9.0,10.0,10.0,10.0,10.0
728,3,1.0,1.0,1,175.00,,60.00,12,90,10.0,10.0,10.0,10.0,9.0
729,3,1.0,0.0,2,100.00,100.00,,54,93,9.0,10.0,10.0,10.0,9.0
730,2,1.0,0.0,1,129.00,300.00,61.00,31,98,10.0,10.0,10.0,10.0,9.0
731,4,1.0,0.0,3,90.00,250.00,65.00,13,95,10.0,10.0,10.0,10.0,10.0
732,2,1.0,0.0,1,75.00,,10.00,76,87,8.0,9.0,9.0,10.0,9.0
733,4,1.0,1.0,2,110.00,,50.00,25,94,9.0,10.0,10.0,10.0,9.0
734,3,1.0,1.0,1,80.00,,35.00,181,95,10.0,10.0,10.0,10.0,9.0
735,2,1.0,0.0,1,150.00,300.00,40.00,12,98,10.0,10.0,10.0,10.0,10.0
736,3,1.0,1.0,1,139.00,300.00,60.00,39,98,10.0,10.0,10.0,10.0,10.0
737,4,1.0,1.0,2,275.00,,95.00,3,93,10.0,9.0,9.0,9.0,8.0
738,2,1.0,0.0,1,135.00,100.00,,37,94,10.0,10.0,10.0,9.0,10.0
739,5,1.0,1.0,3,128.00,150.00,45.00,67,94,10.0,10.0,10.0,10.0,9.0
740,4,,1.0,2,107.00,,96.00,26,87,9.0,10.0,9.0,9.0,8.0
741,4,1.0,1.0,2,100.00,,96.00,20,92,9.0,9.0,9.0,9.0,9.0
742,2,1.0,1.0,1,100.00,250.00,70.00,61,98,10.0,10.0,10.0,10.0,10.0
743,2,1.0,1.0,1,120.00,200.00,75.00,18,96,9.0,10.0,10.0,10.0,9.0
744,5,1.0,0.0,1,125.00,300.00,60.00,121,92,9.0,10.0,10.0,10.0,9.0
745,2,1.0,1.0,1,120.00,200.00,100.00,18,97,10.0,10.0,10.0,10.0,9.0
746,4,1.0,0.0,2,150.00,,149.00,11,90,10.0,10.0,10.0,10.0,9.0
747,2,1.0,0.0,1,140.00,100.00,50.00,13,92,9.0,10.0,10.0,10.0,9.0
748,3,1.0,0.0,2,150.00,,,159,96,9.0,10.0,10.0,10.0,9.0
749,3,1.0,1.0,2,149.00,500.00,50.00,32,97,10.0,10.0,10.0,10.0,9.0
750,2,1.0,0.0,1,93.00,95.00,50.00,49,97,10.0,10.0,10.0,10.0,10.0
751,3,1.0,0.0,2,110.00,150.00,,19,97,10.0,10.0,10.0,10.0,10.0
752,1,1.0,1.0,1,139.00,300.00,50.00,4,95,9.0,10.0,10.0,10.0,10.0
753,1,1.0,1.0,1,90.00,,60.00,22,97,10.0,10.0,10.0,10.0,9.0
754,4,1.0,1.0,1,90.00,,32.00,35,94,9.0,10.0,10.0,10.0,9.0
755,2,1.0,0.0,1,125.00,400.00,50.00,29,99,10.0,10.0,10.0,10.0,10.0
756,2,1.0,1.0,1,95.00,,,60,98,10.0,10.0,10.0,10.0,10.0
757,6,2.0,2.0,3,197.00,,99.00,12,95,10.0,10.0,10.0,10.0,10.0
758,5,1.0,1.0,3,155.00,250.00,95.00,14,97,10.0,10.0,10.0,10.0,9.0
759,6,1.0,2.0,2,195.00,,184.00,4,95,10.0,9.0,10.0,10.0,10.0
760,6,2.0,2.0,3,150.00,,99.00,4,95,10.0,9.0,10.0,10.0,9.0
761,3,1.0,1.0,1,175.00,,,24,95,9.0,10.0,10.0,9.0,9.0
762,6,2.0,2.0,3,156.00,,99.00,27,91,9.0,9.0,9.0,9.0,9.0
763,6,2.5,2.0,2,320.00,400.00,150.00,22,97,9.0,10.0,9.0,10.0,10.0
764,7,2.0,2.0,2,200.00,200.00,105.00,23,97,10.0,10.0,10.0,10.0,9.0
765,6,2.0,2.0,3,165.00,,99.00,11,96,9.0,10.0,10.0,10.0,10.0
766,3,1.0,0.0,1,148.00,,50.00,6,92,9.0,10.0,10.0,10.0,10.0
767,4,1.0,2.0,2,219.00,500.00,80.00,44,95,10.0,10.0,10.0,10.0,9.0
768,6,2.0,2.0,4,239.00,,209.00,4,95,10.0,10.0,10.0,10.0,10.0
769,6,2.0,2.0,3,117.00,,99.00,3,87,9.0,10.0,10.0,10.0,9.0
770,4,1.0,1.0,2,99.00,,75.00,12,96,10.0,9.0,10.0,10.0,10.0
771,2,1.0,0.0,2,100.00,95.00,10.00,28,97,9.0,10.0,10.0,10.0,10.0
772,6,2.0,2.0,3,197.00,,113.00,9,96,10.0,9.0,10.0,10.0,9.0
773,6,2.0,2.0,3,131.00,,99.00,15,91,9.0,8.0,10.0,10.0,9.0
774,7,2.0,2.0,4,200.00,100.00,105.00,47,95,10.0,10.0,10.0,10.0,9.0
775,4,1.0,1.0,2,89.00,,99.00,6,97,10.0,10.0,10.0,10.0,9.0
776,6,2.0,2.0,3,142.00,,99.00,6,87,10.0,10.0,10.0,10.0,9.0
777,2,1.0,1.0,1,125.00,300.00,85.00,13,94,10.0,9.0,9.0,10.0,9.0
778,4,1.0,1.0,1,245.00,200.00,72.00,2,80,8.0,8.0,10.0,9.0,7.0
779,2,1.0,1.0,1,117.00,,20.00,4,85,9.0,10.0,10.0,10.0,8.0
780,4,1.0,1.0,2,215.00,,96.00,9,91,10.0,8.0,9.0,10.0,9.0
781,4,1.0,2.0,3,275.00,,107.00,22,95,10.0,10.0,10.0,10.0,9.0
782,6,1.0,2.0,3,175.00,,107.00,24,93,10.0,10.0,10.0,10.0,9.0
783,6,1.0,2.0,3,195.00,,95.00,16,93,10.0,10.0,9.0,10.0,9.0
784,4,1.0,1.0,1,113.00,100.00,35.00,27,90,10.0,9.0,8.0,10.0,9.0
785,4,1.5,1.0,2,139.00,,159.00,2,90,10.0,9.0,9.0,9.0,9.0
786,4,,1.0,2,135.00,,96.00,13,87,9.0,9.0,9.0,9.0,8.0
787,2,1.0,0.0,1,100.00,100.00,80.00,45,98,10.0,10.0,10.0,10.0,9.0
788,6,2.0,2.0,3,143.00,,99.00,10,94,9.0,10.0,10.0,10.0,8.0
789,4,1.0,1.0,2,205.00,,96.00,20,93,10.0,10.0,10.0,9.0,8.0
790,6,1.0,0.0,3,120.00,,35.00,30,99,10.0,10.0,10.0,10.0,10.0
791,4,1.0,0.0,2,135.00,250.00,95.00,20,98,10.0,10.0,10.0,10.0,10.0
792,4,1.0,1.0,2,155.00,150.00,45.00,71,93,10.0,10.0,10.0,10.0,9.0
793,2,1.0,1.0,1,90.00,,40.00,7,90,10.0,9.0,9.0,10.0,9.0
794,4,1.0,1.0,1,139.00,,143.00,3,87,10.0,10.0,10.0,10.0,9.0
795,4,1.0,1.0,2,181.00,,96.00,1,80,10.0,10.0,8.0,10.0,8.0
796,2,1.0,1.0,1,99.00,,,191,97,9.0,10.0,10.0,10.0,10.0
797,2,1.0,1.0,1,175.00,250.00,50.00,5,88,10.0,10.0,10.0,10.0,10.0
798,4,1.0,1.0,2,127.00,,96.00,13,95,10.0,10.0,9.0,10.0,10.0
799,6,2.0,2.0,3,143.00,,99.00,21,96,9.0,10.0,10.0,10.0,9.0
800,5,2.0,2.0,2,399.00,,150.00,2,80,9.0,7.0,7.0,9.0,8.0
801,6,1.0,2.0,3,193.00,,184.00,5,88,10.0,10.0,10.0,10.0,9.0
802,2,1.0,0.0,1,110.00,95.00,,31,92,9.0,10.0,10.0,10.0,9.0
803,6,2.0,2.0,3,135.00,,99.00,24,92,9.0,10.0,10.0,9.0,9.0
804,4,1.0,1.0,1,165.00,,96.00,12,96,10.0,10.0,10.0,10.0,9.0
805,4,1.0,1.0,2,189.00,1200.00,99.00,7,89,10.0,10.0,10.0,9.0,9.0
806,2,1.0,0.0,1,140.00,,,14,99,10.0,10.0,10.0,10.0,9.0
807,2,1.0,0.0,1,129.00,300.00,61.00,12,98,10.0,9.0,10.0,10.0,10.0
808,3,1.0,1.0,1,175.00,1000.00,250.00,9,87,8.0,9.0,10.0,10.0,8.0
809,6,2.0,2.0,3,122.00,,99.00,3,93,10.0,9.0,10.0,10.0,10.0
810,6,1.0,2.0,3,175.00,,107.00,29,91,10.0,10.0,10.0,9.0,9.0
811,4,1.0,0.0,3,99.00,250.00,65.00,36,98,10.0,10.0,10.0,10.0,10.0
812,4,1.0,1.0,2,187.00,,90.00,6,97,10.0,9.0,10.0,9.0,9.0
813,3,1.0,1.0,1,150.00,300.00,60.00,12,95,10.0,10.0,10.0,9.0,9.0
814,2,1.0,1.0,1,100.00,,20.00,4,90,10.0,9.0,10.0,10.0,8.0
815,6,,2.0,3,186.00,,107.00,38,89,9.0,9.0,9.0,9.0,8.0
816,6,2.0,2.0,3,171.00,,99.00,6,97,10.0,10.0,10.0,10.0,10.0
817,6,2.0,2.0,3,181.00,,99.00,9,96,10.0,10.0,10.0,10.0,9.0
818,2,1.0,1.0,1,149.00,200.00,55.00,18,98,10.0,10.0,10.0,10.0,9.0
819,4,1.0,1.0,2,270.00,,120.00,1,80,10.0,6.0,6.0,10.0,8.0
820,4,1.0,1.0,2,149.00,100.00,88.00,37,97,10.0,10.0,10.0,10.0,9.0
821,2,1.0,1.0,1,150.00,500.00,25.00,2,90,10.0,9.0,10.0,9.0,10.0
822,6,2.0,2.0,3,230.00,,209.00,10,98,10.0,10.0,10.0,10.0,9.0
823,6,2.0,2.0,3,165.00,,99.00,5,96,10.0,10.0,9.0,10.0,8.0
824,2,1.0,1.0,1,75.00,,10.00,5,84,7.0,9.0,10.0,10.0,9.0
825,4,1.0,1.0,2,107.00,,96.00,22,96,10.0,10.0,10.0,9.0,9.0
826,6,2.0,2.0,3,167.00,,99.00,22,90,9.0,9.0,9.0,10.0,8.0
827,4,1.0,0.0,2,120.00,,149.00,1,80,10.0,10.0,10.0,10.0,10.0
828,8,2.0,3.0,5,425.00,,229.00,2,90,10.0,9.0,10.0,9.0,9.0
829,3,1.0,1.0,1,149.00,300.00,60.00,48,97,10.0,10.0,10.0,10.0,10.0
830,4,,1.0,1,149.00,100.00,88.00,27,93,10.0,10.0,9.0,10.0,9.0
831,3,1.5,1.0,2,130.00,450.00,90.00,12,95,10.0,10.0,10.0,10.0,10.0
832,2,1.0,1.0,1,159.00,300.00,95.00,28,95,9.0,10.0,10.0,9.0,9.0
833,4,1.0,0.0,2,120.00,,149.00,2,90,10.0,7.0,8.0,10.0,9.0
834,4,1.0,0.0,2,100.00,95.00,45.00,123,90,10.0,9.0,10.0,9.0,9.0
835,4,1.0,1.0,2,99.00,,75.00,11,98,10.0,9.0,9.0,9.0,10.0
836,5,1.5,2.0,2,169.00,500.00,125.00,16,90,10.0,10.0,10.0,10.0,9.0
837,3,1.0,1.0,1,170.00,300.00,60.00,27,99,10.0,10.0,10.0,10.0,10.0
838,2,1.0,0.0,2,115.00,,,44,94,9.0,10.0,10.0,10.0,9.0
839,2,1.0,1.0,1,120.00,300.00,,1,80,8.0,8.0,10.0,10.0,10.0
840,2,1.0,0.0,1,135.00,100.00,50.00,21,96,10.0,10.0,10.0,10.0,9.0
841,4,1.0,0.0,2,125.00,150.00,45.00,67,94,10.0,9.0,9.0,10.0,10.0
842,2,1.0,0.0,1,150.00,,50.00,17,99,10.0,10.0,10.0,10.0,10.0
843,6,2.0,2.0,3,197.00,,113.00,5,95,10.0,10.0,10.0,10.0,10.0
844,3,1.0,1.0,1,106.00,200.00,61.00,23,82,9.0,7.0,9.0,10.0,9.0
845,2,1.0,1.0,1,150.00,,,95,93,10.0,10.0,10.0,10.0,9.0
846,3,1.0,1.0,1,149.00,300.00,60.00,95,93,10.0,10.0,10.0,10.0,9.0
847,3,1.0,1.0,2,115.00,150.00,45.00,37,93,10.0,10.0,10.0,10.0,10.0
848,6,1.0,2.0,3,175.00,250.00,95.00,24,97,10.0,10.0,10.0,10.0,9.0
849,6,2.0,2.0,3,175.00,,113.00,26,93,9.0,10.0,9.0,9.0,9.0
850,3,1.0,1.0,1,124.00,300.00,50.00,35,90,9.0,9.0,10.0,9.0,9.0
851,5,1.0,2.0,4,229.00,,120.00,1,80,8.0,8.0,8.0,10.0,8.0
852,2,1.0,1.0,1,125.00,,40.00,12,95,10.0,10.0,10.0,10.0,10.0
853,1,1.0,1.0,1,40.00,,,2,90,8.0,9.0,10.0,10.0,9.0
854,2,1.0,1.0,1,169.00,150.00,30.00,15,99,10.0,10.0,10.0,10.0,9.0
855,5,1.0,1.0,3,155.00,250.00,85.00,23,90,9.0,9.0,10.0,9.0,9.0
856,4,1.0,0.0,2,89.00,,35.00,168,96,10.0,10.0,10.0,10.0,9.0
857,3,1.0,1.0,1,115.00,100.00,45.00,12,90,10.0,10.0,10.0,10.0,9.0
858,2,1.0,0.0,1,115.00,99.00,38.00,115,95,10.0,10.0,10.0,10.0,10.0
